"standtree","SiteID","PlotID","TreeID","Position","newring","year","RW","EWW","LWW","distToMin","RD","minD","MXD","EWD","LWD"
"TW-1-146-1","TW","1","1-146","1",56,1975,2.24999999999999,1.97000000000001,0.279999999999996,0.52,438.897688888889,324.71,681.16,411.252588832487,633.400714285714
"TW-1-146-1","TW","1","1-146","1",57,1976,1.92,1.64,0.279999999999996,0.53,440.17359375,303.12,674.6,406.848170731707,635.365357142857
"TW-1-146-1","TW","1","1-146","1",58,1977,1.1,0.930000000000016,0.169999999999997,0.55,501.711090909091,402.12,666.87,477.719247311828,632.960588235294
"TW-1-146-1","TW","1","1-146","1",59,1978,1.93,1.59,0.339999999999998,0.5,441.621761658031,326.3,633.97,408.39427672956,597.009117647059
"TW-1-146-1","TW","1","1-146","1",60,1979,2.30000000000001,2.03999999999999,0.26,0.64,448.820608695652,325.5,734.61,417.351176470588,695.734615384615
"TW-1-146-1","TW","1","1-146","1",61,1980,1.47000000000001,1.14,0.330000000000022,0.41,483.26768707483,374.49,623.88,455.807543859649,578.13
"TW-1-146-1","TW","1","1-146","1",62,1981,1.35,1.13,0.220000000000008,0.31,458.277777777778,368.03,605.46,435.696283185841,574.264545454545
"TW-1-146-1","TW","1","1-146","1",63,1982,1.85999999999999,1.60999999999999,0.249999999999981,0.81,501.577096774194,383.89,752.12,469.236086956522,709.8532
"TW-1-146-1","TW","1","1-146","1",64,1983,1.88,1.59999999999997,0.28000000000001,0.59,463.484574468085,312.91,709.12,428.996,660.562142857143
"TW-1-146-1","TW","1","1-146","1",65,1984,1.39999999999999,1.17,0.229999999999999,0.3,522.3465,395.74,694.92,495.602735042735,658.390869565217
"TW-1-146-1","TW","1","1-146","1",66,1985,1.79999999999999,1.57999999999999,0.220000000000008,0.87,472.166944444444,380.41,650.34,454.528101265823,598.845909090909
"TW-1-146-1","TW","1","1-146","1",67,1986,2.04,1.82999999999999,0.209999999999989,0.77,454.280196078431,327.36,705.78,430.20737704918,664.057619047619
"TW-1-146-1","TW","1","1-146","1",68,1987,1.77999999999998,1.51,0.269999999999991,0.53,442.949325842697,311.77,658.53,413.153178807947,609.587037037037
"TW-1-146-1","TW","1","1-146","1",69,1988,2.1,1.80000000000002,0.299999999999992,0.75,448.140238095238,329.04,659.61,419.292111111111,621.229
"TW-1-146-1","TW","1","1-146","1",70,1989,2.48999999999999,2.23999999999999,0.250000000000009,0.48,403.776987951807,277.93,632.58,382.689732142857,592.7188
"TW-1-146-1","TW","1","1-146","1",71,1990,2.49000000000002,2.14000000000002,0.350000000000003,0.86,425.495261044177,337.04,599.71,401.549485981308,571.906571428571
"TW-1-146-1","TW","1","1-146","1",72,1991,2.26,2.04,0.220000000000008,0.45,445.859115044248,328.78,644.11,427.332745098039,617.649090909091
"TW-1-146-1","TW","1","1-146","1",73,1992,1.43000000000002,1.13,0.299999999999992,0.57,477.31958041958,360.79,614.28,450.923982300885,576.743
"TW-1-146-1","TW","1","1-146","1",74,1993,2.2,1.85999999999999,0.339999999999984,1.13,421.447636363636,304.86,605.88,393.490430107527,574.39
"TW-1-146-1","TW","1","1-146","1",75,1994,1.80999999999998,1.54999999999999,0.26,0.58,436.907790055249,335.7,628.54,411.81,586.529230769231
"TW-1-146-1","TW","1","1-146","1",76,1995,1.89,1.64999999999999,0.240000000000018,0.58,449.545502645503,335.08,635.99,426.858121212121,605.52125
"TW-1-146-1","TW","1","1-146","1",77,1996,0,0,0,NA,NA,NA,NA,NA,NA
"TW-1-146-1","TW","1","1-146","1",78,1997,1.45999999999999,1.14,0.320000000000002,0.42,491.216506849315,372.48,646.69,456.710087719298,614.145625
"TW-1-146-1","TW","1","1-146","1",79,1998,1.58999999999998,1.21999999999998,0.369999999999985,0.55,459.689622641509,351.61,593.68,443.146803278689,514.236216216216
"TW-1-146-1","TW","1","1-146","1",80,1999,1.62999999999998,1.14,0.48999999999999,0.46,421.49963190184,320.91,528.86,390.718245614035,493.113469387755
"TW-1-146-1","TW","1","1-146","1",81,2000,0.320000000000002,0.0199999999999909,0.30000000000002,0.26,487.7615625,461.11,511.66,477.71,488.431666666667
"TW-1-146-1","TW","1","1-146","1",82,2001,1.2,0.799999999999992,0.399999999999986,0.45,460.673833333333,367.22,544.23,430.812,520.3975
"TW-1-146-1","TW","1","1-146","1",83,2002,0,0,0,NA,NA,NA,NA,NA,NA
"TW-1-146-1","TW","1","1-146","1",84,2003,1.62000000000001,1.32,0.30000000000002,0.52,405.262901234568,283.09,539.39,384.085227272727,498.444666666667
"TW-1-146-1","TW","1","1-146","1",85,2004,1.41000000000001,1.1,0.310000000000011,0.62,430.814893617021,344.35,533.07,409.952454545455,504.842903225806
"TW-1-146-1","TW","1","1-146","1",86,2005,1.62000000000001,1.30000000000002,0.320000000000002,0.94,406.412716049383,341.05,492.1,397.015153846154,444.5903125
"TW-1-146-1","TW","1","1-146","1",87,2006,1.07999999999999,0.620000000000014,0.459999999999989,0.46,393.358240740741,337.84,442.41,380.078387096774,411.257173913043
"TW-1-146-1","TW","1","1-146","1",88,2007,0.869999999999985,0.709999999999989,0.160000000000006,0.37,417.910804597701,340.87,535.67,395.457464788732,517.5475
"TW-1-146-1","TW","1","1-146","1",89,2008,0.26,0,0.250000000000009,0.24,521.766538461538,484.01,548.37,514.14,522.0716
"TW-1-146-1","TW","1","1-146","1",90,2009,1.48999999999999,1.19000000000001,0.299999999999992,0.93,433.237181208054,315.37,507.22,428.87243697479,450.550666666667
"TW-1-146-1","TW","1","1-146","1",91,2010,0.789999999999973,0.609999999999994,0.179999999999988,0.23,401.343797468354,322.77,500.43,376.549016393443,485.370555555556
"TW-1-146-1","TW","1","1-146","1",92,2011,1.17,0.959999999999989,0.209999999999989,0.31,452.693504273504,347.93,609.86,423.470833333333,586.282857142857
"TW-1-146-1","TW","1","1-146","1",93,2012,1.44000000000001,1.15000000000001,0.290000000000001,0.75,451.809444444444,343.9,611.54,418.500086956522,583.898275862069
"TW-1-146-1","TW","1","1-146","1",94,2013,0.600000000000003,0.470000000000008,0.130000000000005,0.38,497.4475,448.31,556.07,493.084468085106,513.221538461538
"TW-1-146-1","TW","1","1-146","1",95,2014,1.08999999999998,0.71999999999998,0.369999999999985,0.52,442.804036697248,376.22,503.18,441.035,446.246486486487
"TW-1-146-1","TW","1","1-146","1",96,2015,0.650000000000015,0.410000000000006,0.23999999999999,0.18,439.217692307692,357.73,514.63,411.292195121951,486.92375
"TW-1-146-1","TW","1","1-146","1",97,2016,1.00000000000001,0.710000000000017,0.290000000000001,0.31,395.4167,310.81,461.3,377.141549295775,440.159310344828
"TW-1-146-1","TW","1","1-146","1",98,2017,0.169999999999997,0.049999999999992,0.119999999999985,0.16,375.675882352941,310.11,430.51,413.962,359.723333333333
"TW-1-146-2","TW","1","1-146","2",1,1932,2.80999999999998,1.59999999999997,1.20999999999999,0,470.191708185053,96.6,588.6,429.136,524.480247933884
"TW-1-146-2","TW","1","1-146","2",2,1933,1.58000000000002,1.43000000000002,0.150000000000015,0.38,441.242025316456,392.89,538.07,433.685804195804,513.278
"TW-1-146-2","TW","1","1-146","2",3,1934,2.51999999999999,2.29999999999999,0.21999999999998,1.57,418.611031746032,341.07,564.85,407.194869565217,537.961818181818
"TW-1-146-2","TW","1","1-146","2",4,1935,2.58999999999998,2.27999999999998,0.309999999999983,1.66,424.163822393822,333.19,595.25,406.353815789474,555.153548387097
"TW-1-146-2","TW","1","1-146","2",5,1936,2.87999999999998,2.39,0.48999999999999,1.52,425.228888888889,299.06,638.56,389.260209205021,600.667959183673
"TW-1-146-2","TW","1","1-146","2",6,1937,3.67,3.31,0.36000000000001,2.23,418.071171662125,327.15,617.66,400.014350453172,584.093611111111
"TW-1-146-2","TW","1","1-146","2",7,1938,2.32,2.13,0.189999999999993,1.17,437.985086206897,370.67,611.43,425.471784037559,578.265789473684
"TW-1-146-2","TW","1","1-146","2",8,1939,2.15999999999999,1.89,0.269999999999991,0.72,423.769490740741,339.41,620.65,399.694391534392,592.295185185185
"TW-1-146-2","TW","1","1-146","2",9,1940,3.41000000000001,3.24,0.170000000000011,1.2,389.770821114369,301.6,625.06,378.916296296296,596.645294117647
"TW-1-146-2","TW","1","1-146","2",10,1941,2.92000000000001,2.69000000000001,0.230000000000013,0.88,461.691575342466,325.43,724.28,443.076022304833,679.412608695652
"TW-1-146-2","TW","1","1-146","2",11,1942,3.43,3.18,0.249999999999995,0.61,439.713265306122,347.83,689.67,423.030503144654,651.918
"TW-1-146-2","TW","1","1-146","2",12,1943,2.49999999999999,2.38999999999999,0.109999999999994,1.12,400.81628,330.38,617.31,391.933138075314,593.822727272727
"TW-1-146-2","TW","1","1-146","2",13,1944,2.46999999999999,2.26999999999999,0.199999999999998,1.61,395.458137651822,313.71,656.51,376.061938325991,615.605
"TW-1-146-2","TW","1","1-146","2",14,1945,2.95,2.76999999999999,0.180000000000002,0.47,397.082576271186,313.14,661.03,382.257870036101,625.218333333333
"TW-1-146-2","TW","1","1-146","2",15,1946,1.81999999999999,1.65999999999999,0.159999999999991,0.35,429.199175824176,332.47,623.39,413.049819277108,596.74875
"TW-1-146-2","TW","1","1-146","2",16,1947,0.51,0.369999999999999,0.139999999999995,0.19,504.157647058823,392.89,636.77,465.994054054054,605.018571428571
"TW-1-146-2","TW","1","1-146","2",17,1948,0.959999999999989,0.779999999999996,0.179999999999988,0.27,502.521666666667,396.96,678.35,468.80358974359,648.633333333333
"TW-1-146-2","TW","1","1-146","2",18,1949,2.24999999999999,2.05000000000001,0.199999999999998,1.39,403.179422222222,317.49,642.49,383.294390243902,607.001
"TW-1-146-2","TW","1","1-146","2",19,1950,1.30000000000001,1.23,0.0700000000000023,0.8,410.810461538462,290.15,634.64,400.119268292683,598.67
"TW-1-146-2","TW","1","1-146","2",20,1951,1.27000000000001,1.2,0.0700000000000023,0.57,370.27842519685,280.32,553.04,361.659416666667,518.032857142857
"TW-1-146-2","TW","1","1-146","2",21,1952,2.15999999999999,2.01999999999999,0.139999999999995,0.27,356.433611111111,274.7,620.83,340.755792079208,582.642142857143
"TW-1-146-2","TW","1","1-146","2",22,1953,2.06,1.93999999999999,0.119999999999999,0.61,375.018495145631,291.34,643.2,360.581958762887,608.409166666667
"TW-1-146-2","TW","1","1-146","2",23,1954,2.43999999999999,2.31,0.12999999999999,0.68,368.775983606557,295.97,626.3,355.507878787879,604.54
"TW-1-146-2","TW","1","1-146","2",24,1955,2.71999999999999,2.53,0.189999999999993,0.69,346.521580882353,270.55,569.94,333.402687747036,521.21
"TW-1-146-2","TW","1","1-146","2",25,1956,0.889999999999995,0.749999999999995,0.139999999999995,0.47,403.504606741573,340.64,496.11,396.306933333333,442.063571428571
"TW-1-146-2","TW","1","1-146","2",26,1957,1.76,1.59,0.169999999999997,0.97,353.293295454545,281.22,528.21,337.539748427673,500.635294117647
"TW-1-146-2","TW","1","1-146","2",27,1958,1.92999999999999,1.70999999999999,0.219999999999994,0.78,358.222797927461,268.62,644.9,326.532105263158,604.545909090909
"TW-1-146-2","TW","1","1-146","2",28,1959,1.95,1.79,0.159999999999991,0.41,346.606461538462,262.84,547,334.784748603352,478.861875
"TW-1-146-2","TW","1","1-146","2",29,1960,1.15999999999999,1.04999999999999,0.109999999999994,0.46,321.78224137931,233.42,525.07,303.157333333333,499.565454545455
"TW-1-146-2","TW","1","1-146","2",30,1961,0.870000000000007,0.750000000000002,0.119999999999999,0.17,388.105747126437,308.18,537.07,368.294933333333,511.923333333333
"TW-1-146-2","TW","1","1-146","2",31,1962,1.53,1.37999999999999,0.150000000000001,0.52,351.589738562091,268.21,557.58,332.154275362319,530.396
"TW-1-146-2","TW","1","1-146","2",32,1963,0.849999999999989,0.749999999999995,0.0999999999999892,0.3,368.355647058824,289.45,545.99,347.904533333333,521.739
"TW-1-146-2","TW","1","1-146","2",33,1964,1.10999999999999,0.979999999999999,0.12999999999999,0.28,339.835675675676,256.81,534.25,317.413265306122,508.866153846154
"TW-1-146-2","TW","1","1-146","2",34,1965,3.14,2.92,0.219999999999994,1.19,317.430891719745,251.28,548,302.382363013699,517.165909090909
"TW-1-146-2","TW","1","1-146","2",35,1966,2.79,2.66000000000001,0.130000000000005,1.11,342.582759856631,248.22,704.07,326.796240601504,665.599230769231
"TW-1-146-2","TW","1","1-146","2",36,1967,3.04,2.82999999999999,0.210000000000003,0.72,341.583486842105,251.42,637.31,322.531554770318,598.330952380952
"TW-1-146-2","TW","1","1-146","2",37,1968,2.6,2.43999999999999,0.159999999999991,0.91,359.111961538462,266.28,663.57,341.819754098361,622.818125
"TW-1-146-2","TW","1","1-146","2",38,1969,2.38,2.14,0.240000000000018,0.4,362.823067226891,285.82,579.75,342.697009345794,542.280416666667
"TW-1-146-2","TW","1","1-146","2",39,1970,2.20999999999999,1.98999999999999,0.21999999999998,0.63,355.481266968326,257.97,562.82,335.731557788945,534.126363636364
"TW-1-146-2","TW","1","1-146","2",40,1971,1.49999999999998,1.33999999999998,0.159999999999991,0.28,386.6814,314.43,573.18,367.669701492537,545.904375
"TW-1-146-2","TW","1","1-146","2",41,1972,2.24999999999998,2.12999999999999,0.119999999999985,0.92,348.672755555556,261.06,638.11,334.460985915493,600.931666666667
"TW-1-146-2","TW","1","1-146","2",42,1973,1.64,1.46999999999999,0.169999999999997,0.44,354.993292682927,254.49,590.49,331.432789115646,558.722352941176
"TW-1-146-2","TW","1","1-146","2",43,1974,1.83000000000001,1.7,0.130000000000005,0.4,387.751584699454,296.53,601.4,372.563647058824,586.363076923077
"TW-1-146-2","TW","1","1-146","2",44,1975,2.02999999999998,1.83999999999998,0.189999999999993,0.93,357.958177339901,272.69,552.45,342.142173913043,511.123684210526
"TW-1-146-2","TW","1","1-146","2",45,1976,2.49999999999998,2.31999999999999,0.179999999999988,0.46,365.2342,268.21,688.47,343.112672413793,650.356111111111
"TW-1-146-2","TW","1","1-146","2",46,1977,0.769999999999991,0.659999999999991,0.109999999999994,0.24,421.159350649351,328.87,623.65,405.173787878788,517.072727272727
"TW-1-146-2","TW","1","1-146","2",47,1978,1.44000000000001,1.28000000000001,0.160000000000006,0.2,364.755277777778,259.82,577.79,341.48125,550.9475
"TW-1-146-2","TW","1","1-146","2",48,1979,1.84999999999999,1.67,0.179999999999988,0.48,357.757459459459,261.33,593.86,334.848562874252,570.301111111111
"TW-1-146-2","TW","1","1-146","2",49,1980,1.49,1.35,0.139999999999995,0.25,368.921208053691,270.21,622.86,346.510962962963,585.02
"TW-1-146-2","TW","1","1-146","2",50,1981,1.46000000000002,1.29,0.170000000000011,0.33,389.44397260274,300.83,575.99,367.92488372093,552.735882352941
"TW-1-146-2","TW","1","1-146","2",51,1982,1.38,1.23999999999999,0.139999999999995,0.18,385.25115942029,294.56,580.52,365.267338709677,562.250714285714
"TW-1-146-2","TW","1","1-146","2",52,1983,1.67,1.49,0.179999999999988,0.61,361.265628742515,256.33,598.37,336.980536912752,562.292222222222
"TW-1-146-2","TW","1","1-146","2",53,1984,1.27000000000001,1.12,0.150000000000001,0.21,375.653307086614,288.75,583.7,352.122142857143,551.352666666667
"TW-1-146-2","TW","1","1-146","2",54,1985,1.55000000000001,1.41000000000001,0.14000000000001,0.39,344.564193548387,252.17,576.59,324.158936170213,550.074285714286
"TW-1-146-2","TW","1","1-146","2",55,1986,1.95,1.73,0.220000000000008,1.02,361.994461538462,273.52,625.68,334.292427745665,579.833181818182
"TW-1-146-2","TW","1","1-146","2",56,1987,1.78000000000001,1.63,0.150000000000001,0.41,385.694269662921,280.87,644.55,365.374171779141,606.506
"TW-1-146-2","TW","1","1-146","2",57,1988,1.82,1.7,0.119999999999999,0.49,371.093406593407,273.73,688.1,351.303,651.4575
"TW-1-146-2","TW","1","1-146","2",58,1989,1.43999999999999,1.30000000000001,0.139999999999995,0.37,428.45125,321.06,652.18,407.545769230769,622.573571428571
"TW-1-146-2","TW","1","1-146","2",59,1990,1.7,1.6,0.0999999999999892,0.95,364.726411764706,288.19,664.66,348.244125,628.443
"TW-1-146-2","TW","1","1-146","2",60,1991,1.73999999999999,1.62,0.119999999999985,0.39,371.528850574713,268.21,714.84,348.346790123457,684.486666666667
"TW-1-146-2","TW","1","1-146","2",61,1992,1.71,1.57,0.139999999999995,0.25,372.545321637427,268.83,676.24,349.582866242038,630.052857142857
"TW-1-146-2","TW","1","1-146","2",62,1993,1.53,1.40999999999999,0.119999999999999,0.5,392.960718954248,296.25,691.61,371.857446808511,640.924166666667
"TW-1-146-2","TW","1","1-146","2",63,1994,1.19000000000001,1.02000000000001,0.169999999999997,0.21,375.410588235294,282.26,588.43,350.316078431373,525.977647058824
"TW-1-146-2","TW","1","1-146","2",64,1995,1.57999999999999,1.43999999999999,0.139999999999995,0.18,351.687721518987,278.65,612.13,328.929375,585.773571428571
"TW-1-146-2","TW","1","1-146","2",65,1996,0.559999999999997,0.529999999999996,0.029999999999996,0.2,386.634642857143,327.44,532.1,383.986037735849,433.426666666667
"TW-1-146-2","TW","1","1-146","2",66,1997,1.06,0.939999999999993,0.119999999999999,0.37,385.779811320755,294.28,664.11,354.190106382979,633.2325
"TW-1-146-2","TW","1","1-146","2",67,1998,1.47999999999998,1.31999999999999,0.159999999999991,0.45,339.641148648649,257.22,567.65,316.793181818182,528.136875
"TW-1-146-2","TW","1","1-146","2",68,1999,1.35,1.25000000000001,0.100000000000003,0.46,361.852222222222,279.62,626.12,343.01184,597.357
"TW-1-146-2","TW","1","1-146","2",69,2000,0.590000000000013,0.479999999999999,0.109999999999994,0.16,354.17220338983,268.89,550.52,344.842291666667,394.884545454545
"TW-1-146-2","TW","1","1-146","2",70,2001,0.900000000000015,0.80000000000002,0.100000000000003,0.15,356.763444444444,286.03,580.7,332.889375,547.756
"TW-1-146-2","TW","1","1-146","2",71,2002,0,0,0,NA,NA,NA,NA,NA,NA
"TW-1-146-2","TW","1","1-146","2",72,2003,0.600000000000003,0.440000000000007,0.160000000000006,0.08,333.6915,259.75,506.24,320.970454545455,368.674375
"TW-1-146-2","TW","1","1-146","2",73,2004,0.370000000000014,0.28000000000001,0.0900000000000125,0.13,339.808108108108,291.34,412.34,325.0975,385.574444444444
"TW-1-146-2","TW","1","1-146","2",74,2005,1.01,0.899999999999986,0.109999999999994,0.13,364.583168316832,266.21,625.86,336.517555555556,594.210909090909
"TW-1-146-2","TW","1","1-146","2",75,2006,0.410000000000006,0.270000000000019,0.139999999999995,0.08,434.368780487805,314.07,549.68,388.137407407407,523.529285714286
"TW-1-146-2","TW","1","1-146","2",76,2007,0.249999999999981,0.139999999999995,0.109999999999994,0.07,464.0372,375.64,552.11,417.407857142857,523.383636363636
"TW-1-146-2","TW","1","1-146","2",77,2008,0.859999999999994,0.779999999999982,0.0800000000000216,0.16,337.241162790698,250.6,545.99,319.006923076923,515.025
"TW-1-146-2","TW","1","1-146","2",78,2009,0.73999999999999,0.690000000000007,0.049999999999992,0.34,349.005405405405,281.43,508.44,339.167536231884,484.768
"TW-1-146-2","TW","1","1-146","2",79,2010,0.939999999999978,0.850000000000003,0.0899999999999841,0.11,376.182234042553,282.19,631.17,351.680941176471,607.583333333333
