"standtree","SiteID","PlotID","TreeID","Position","HT","newring","year","RW","ringDens","minDens","maxDens","EW.dens","LW.dens","EW.width","LW.width","GSL","Y2002","Y1996"
"TW-1-146-1","TW",1,146,1,0.5,45,1964,0.650000000000001,492.440769230769,397.5,593.36,464.775609756098,539.702083333333,0.410000000000006,0.23999999999999,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,46,1965,1.43,432.463846153846,322.15,654.54,403.272419354839,622.976315789474,1.24,0.190000000000007,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,47,1966,0.839999999999998,501.521071428571,340.24,751.09,456.255797101449,709.741333333333,0.689999999999993,0.150000000000001,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,48,1967,1.71,433.948070175439,308.71,679.52,412.346688311688,629.631176470588,1.54,0.169999999999997,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,49,1968,3.35999999999999,404.504523809524,291.99,607.98,373.418309859155,574.283076923077,2.84,0.519999999999991,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,50,1969,2.92,447.344383561644,310.11,783.64,399.96577689243,737.393902439024,2.51,0.410000000000006,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,51,1970,3.2,442.741,315.9,758.77,410.690489510489,712.342352941177,2.85999999999999,0.339999999999998,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,52,1971,2.7,454.660888888889,334.81,768.44,433.240240963855,708.648571428571,2.48999999999999,0.210000000000003,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,53,1972,2.4,438.046666666667,336.86,723.1,411.30576744186,668.0184,2.15,0.249999999999995,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,54,1973,1.79,483.606312849162,361.52,641.22,453.304689655172,612.833823529412,1.45,0.339999999999998,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,55,1974,2.05000000000001,469.581365853659,361.16,660.15,451.191639344262,622.550454545454,1.83000000000001,0.219999999999994,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,56,1975,2.24999999999999,438.897688888889,324.71,681.16,411.252588832487,633.400714285714,1.96999999999999,0.279999999999996,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,57,1976,1.92,440.17359375,303.12,674.6,406.848170731707,635.365357142857,1.64,0.279999999999996,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,58,1977,1.09999999999999,501.711090909091,402.12,666.87,477.719247311828,632.960588235294,0.929999999999988,0.169999999999997,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,59,1978,1.93,441.621761658031,326.3,633.97,408.39427672956,597.009117647059,1.59,0.339999999999998,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,60,1979,2.30000000000002,448.820608695652,325.5,734.61,417.351176470588,695.734615384615,2.04,0.26,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,61,1980,1.47000000000001,483.26768707483,374.49,623.88,455.807543859649,578.13,1.14,0.330000000000022,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,62,1981,1.35,458.277777777778,368.03,605.46,435.696283185841,574.264545454545,1.13,0.220000000000008,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,63,1982,1.85999999999999,501.577096774194,383.89,752.12,469.236086956522,709.8532,1.60999999999999,0.249999999999981,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,64,1983,1.87999999999998,463.484574468085,312.91,709.12,428.996,660.562142857143,1.59999999999997,0.279999999999982,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,65,1984,1.39999999999999,522.3465,395.74,694.92,495.602735042735,658.390869565217,1.17,0.229999999999999,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,66,1985,1.79999999999999,472.166944444444,380.41,650.34,454.528101265823,598.845909090909,1.57999999999999,0.220000000000008,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,67,1986,2.04,454.280196078431,327.36,705.78,430.20737704918,664.057619047619,1.82999999999999,0.209999999999989,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,68,1987,1.78000000000001,442.949325842697,311.77,658.53,413.153178807947,609.587037037037,1.51,0.269999999999991,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,69,1988,2.1,448.140238095238,329.04,659.61,419.292111111111,621.229,1.80000000000002,0.299999999999992,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,70,1989,2.48999999999999,403.776987951807,277.93,632.58,382.689732142857,592.7188,2.23999999999999,0.250000000000009,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,71,1990,2.49000000000002,425.495261044177,337.04,599.71,401.549485981308,571.906571428571,2.14,0.350000000000003,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,72,1991,2.26,445.859115044248,328.78,644.11,427.332745098039,617.649090909091,2.04,0.220000000000008,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,73,1992,1.43000000000002,477.31958041958,360.79,614.28,450.923982300885,576.743,1.13,0.30000000000002,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,74,1993,2.2,421.447636363636,304.86,605.88,393.490430107527,574.39,1.85999999999999,0.339999999999984,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,75,1994,1.81000000000001,436.907790055249,335.7,628.54,411.81,586.529230769231,1.55000000000002,0.26,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,76,1995,1.89000000000002,449.545502645503,335.08,635.99,426.858121212121,605.52125,1.65000000000001,0.240000000000018,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,77,1996,0,0,0,0,0,0,0,0,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,78,1997,1.45999999999999,491.216506849315,372.48,646.69,456.710087719298,614.145625,1.14,0.320000000000002,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,79,1998,1.58999999999998,459.689622641509,351.61,593.68,443.146803278689,514.236216216216,1.21999999999998,0.369999999999985,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,80,1999,1.63,421.49963190184,320.91,528.86,390.718245614035,493.113469387755,1.14000000000002,0.48999999999999,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,81,2000,0.320000000000002,487.7615625,461.11,511.66,477.71,488.431666666667,0.0199999999999909,0.30000000000002,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,82,2001,1.2,460.673833333333,367.22,544.23,430.812,520.3975,0.799999999999992,0.400000000000015,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,83,2002,0,0,0,0,0,0,0,0,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,84,2003,1.62000000000001,405.262901234568,283.09,539.39,384.085227272727,498.444666666667,1.32,0.30000000000002,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,85,2004,1.41000000000001,430.814893617021,344.35,533.07,409.952454545455,504.842903225806,1.1,0.310000000000011,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,86,2005,1.62000000000001,406.412716049383,341.05,492.1,397.015153846154,444.5903125,1.29999999999999,0.320000000000002,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,87,2006,1.07999999999999,393.358240740741,337.84,442.41,380.078387096774,411.257173913043,0.620000000000014,0.459999999999989,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,88,2007,0.869999999999985,417.910804597701,340.87,535.67,395.457464788732,517.5475,0.709999999999989,0.160000000000006,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,89,2008,0.26,521.766538461538,484.01,548.37,514.14,522.0716,0.01,0.249999999999981,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,90,2009,1.48999999999999,433.237181208054,315.37,507.22,428.87243697479,450.550666666667,1.19000000000001,0.299999999999992,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,91,2010,0.790000000000001,401.343797468354,322.77,500.43,376.549016393443,485.370555555556,0.610000000000023,0.179999999999988,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,92,2011,1.17,452.693504273504,347.93,609.86,423.470833333333,586.282857142857,0.959999999999989,0.210000000000017,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,93,2012,1.44000000000001,451.809444444444,343.9,611.54,418.500086956522,583.898275862069,1.15000000000001,0.290000000000001,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,94,2013,0.600000000000003,497.4475,448.31,556.07,493.084468085106,513.221538461538,0.470000000000008,0.130000000000005,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,95,2014,1.09000000000001,442.804036697248,376.22,503.18,441.035,446.246486486487,0.720000000000008,0.370000000000014,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,96,2015,0.650000000000015,439.217692307692,357.73,514.63,411.292195121951,486.92375,0.410000000000006,0.240000000000018,100,1,1
"TW-1-146-1","TW",1,146,1,0.5,97,2016,1.00000000000001,395.4167,310.81,461.3,377.141549295775,440.159310344828,0.710000000000017,0.290000000000001,100,1,1
"TW-11-185-45","TW",11,185,45,4.5,2,1929,2.83,477.971448763251,369.89,651.25,456.296775510204,617.716052631579,2.45,0.37999999999998,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,3,1930,1.32,487.294772727273,370.54,595.86,466.1645,553.326875,0.99999999999998,0.320000000000001,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,4,1931,2.40999999999999,472.935311203319,364.96,645.29,459.098486238532,604.084347826087,2.17999999999999,0.230000000000001,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,5,1932,5.71,528.602556917688,331.74,808.17,463.378883826879,745.520681818182,4.39,1.32,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,6,1933,2.66,525.131691729323,385.35,716.17,503.283215859031,652.301025641026,2.27,0.389999999999999,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,7,1934,3.97,436.897380352645,314.88,770.25,417.702284946237,722.5204,3.72,0.249999999999998,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,8,1935,2.87,422.71149825784,317.32,666.71,404.1487890625,576.003548387097,2.56,0.310000000000001,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,9,1936,1.99,443.136381909548,330.55,708.47,422.554262295082,678.544375,1.83,0.160000000000002,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,10,1937,1.62,445.471913580247,315.69,688.87,428.3522,659.468333333333,1.5,0.119999999999999,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,11,1938,2.48,397.163870967742,257.47,689.1,375.496637554585,658.311052631579,2.29,0.19,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,12,1939,1.86,405.471720430108,281.32,686.83,373.532787878788,656.420476190476,1.65,0.210000000000003,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,13,1940,2.85,386.351614035088,284.42,746.38,359.832243346008,703.378636363636,2.63,0.219999999999994,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,14,1941,2.37,423.187848101266,289.74,751.55,397.06064516129,706.668,2.17,0.199999999999998,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,15,1942,1.91,426.761832460733,305.08,732.83,395.187543859649,696.722,1.71,0.199999999999998,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,16,1943,1.64,382.948353658537,282.56,647.16,364.008933333333,585.870714285714,1.49999999999999,0.139999999999995,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,17,1944,2.02,370.120693069307,255.82,585.94,352.452554347826,550.728333333333,1.84,0.180000000000002,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,18,1945,1.71,379.033567251462,276.47,723.67,350.5625,675.132666666667,1.56,0.150000000000001,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,19,1946,1.99,498.233417085427,311.82,770.61,439.766560509554,716.788095238095,1.57,0.419999999999997,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,20,1947,1.8,363.278277777778,258.51,653.69,342.529515151515,591.514666666667,1.65,0.150000000000001,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,21,1948,1.1,447.206818181818,341.15,681.08,427.3989,645.286,1,0.100000000000003,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,22,1949,1.58,428.979620253165,292.85,729.35,395.372357142857,690.369444444444,1.4,0.180000000000002,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,23,1950,0.710000000000003,507.662253521127,378.77,738.54,472.623333333333,698.783636363636,0.600000000000003,0.110000000000001,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,24,1951,0.519999999999998,465.800192307692,360.5,692.16,461.7605,479.265833333333,0.400000000000001,0.119999999999999,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,25,1952,1.02,410.636666666667,306.16,572.8,374.390379746835,535.134782608696,0.789999999999994,0.229999999999999,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,26,1953,0.390000000000003,525.128974358974,396.97,585.83,483.812105263158,564.38,0.19,0.200000000000005,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,27,1954,0.769999999999998,473.634805194805,353.19,649.04,430.4115,626.187647058824,0.600000000000003,0.169999999999997,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,28,1955,0.719999999999994,477.169722222222,379.71,584.77,449.172340425532,529.8048,0.469999999999994,0.249999999999995,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,29,1956,0.999999999999995,457.6901,359.94,608.75,421.816025641026,584.88,0.779999999999996,0.219999999999994,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,30,1957,0.559999999999997,522.005535714286,386.38,677.25,479.69,637.668,0.409999999999999,0.150000000000001,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,31,1958,0.390000000000003,542.222051282051,457.7,622.18,511.76,581.643529411765,0.220000000000001,0.169999999999997,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,32,1959,0.530000000000003,499.189056603774,401.9,568.16,486.448,523.963333333333,0.350000000000003,0.180000000000002,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,33,1960,0.269999999999998,555.968148148148,503.38,579.57,530.514,561.753181818182,0.0499999999999991,0.219999999999994,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,34,1961,0.479999999999999,507.819583333333,403.9,600.57,485.915405405405,581.497272727273,0.369999999999999,0.110000000000001,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,35,1962,0.390000000000003,538.687692307692,495.61,570.8,524.554285714286,546.6024,0.140000000000003,0.250000000000002,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,36,1963,0.530000000000003,571.438867924528,428.65,746.15,520.051538461538,714.589285714286,0.390000000000003,0.140000000000003,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,37,1964,1.16,492.574482758621,315.06,863.92,442.9975,802.430625,1,0.159999999999999,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,38,1965,2.86,443.920839160839,296.5,800.88,392.051020408163,753.874634146341,2.45,0.409999999999991,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,39,1966,3.65,525.620109589041,287.43,905.52,478.033607594937,832.504489795918,3.15999999999999,0.490000000000004,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,40,1967,3.07,501.935993485342,346.1,837.3,457.229511278196,791.982926829268,2.66000000000001,0.409999999999991,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,41,1968,2.24999999999999,489.151288888889,334.93,839.66,451.4307,790.916,1.99999999999999,0.249999999999995,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,42,1969,1.9,511.330526315789,321.57,868.59,478.929011627907,820.945,1.71999999999999,0.180000000000002,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,43,1970,1.96,504.713214285714,341.15,881.28,458.459239766082,821.0904,1.71,0.249999999999995,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,44,1971,1.54999999999999,558.156258064516,410.48,764.43,534.095147058823,730.383157894737,1.35999999999999,0.189999999999993,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,45,1972,2.02,490.002772277228,361.15,858.39,448.736592178771,811.161304347826,1.79,0.229999999999999,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,46,1973,1.73,490.304855491329,345.09,754.97,446.940144927536,661.285714285714,1.38,0.349999999999989,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,47,1974,0.699999999999998,574.587428571429,489.48,682.54,548.017843137255,645.905789473684,0.51,0.189999999999993,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,48,1975,1.78,490.439831460674,364.49,789.16,468.135304878049,751.721428571429,1.64,0.139999999999995,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,49,1976,1.32,490.235075757576,323.1,817.58,450.929482758621,775.200625,1.15999999999999,0.160000000000006,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,50,1977,0.440000000000007,612.152727272727,448.87,782.79,557.8321875,757.0075,0.320000000000002,0.119999999999999,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,51,1978,0.660000000000006,510.845303030303,362.45,729.46,468.078085106383,616.637894736842,0.470000000000008,0.189999999999993,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,52,1979,0.650000000000001,486.228923076923,364.21,685.03,434.0368,660.202666666667,0.499999999999995,0.150000000000001,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,53,1980,0.550000000000006,499.247818181818,359.3,610.05,455.71875,559.81,0.320000000000002,0.229999999999999,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,55,1982,1.18,500.793389830508,369.05,739.94,479.116074766355,711.654545454545,1.07,0.110000000000009,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,56,1983,1.9,513.142105263158,329.01,851.62,455.972641509434,806.366129032258,1.59,0.309999999999997,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,57,1984,2.28,502.155570175439,301.95,866.44,458.53985,813.696428571429,1.99999999999999,0.279999999999996,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,58,1985,1.68,445.471428571429,285.92,827.78,410.338421052632,779.235,1.51999999999999,0.160000000000006,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,59,1986,2.56000000000001,469.79171875,319.39,824.7,442.483914893617,775.379047619048,2.35,0.210000000000003,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,60,1987,1.72000000000001,492.201918604651,311.1,859.64,433.893586206897,805.339259259259,1.45,0.270000000000005,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,61,1988,2.26,465.271548672566,321.84,868.34,424.820246305419,822.298260869565,2.03000000000001,0.229999999999999,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,62,1989,1.35,543.045481481481,399.34,801.49,512.791260504202,768.06125,1.18999999999999,0.160000000000006,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,63,1990,1.68,463.808630952381,352.73,710.99,439.14642384106,682.867058823529,1.51,0.169999999999997,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,64,1991,1.74999999999999,471.711942857143,326.1,783.75,436.420258064516,745.2225,1.54999999999999,0.199999999999998,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,65,1992,1.92,451.844114583333,315.15,872.13,421.69581920904,807.594,1.76999999999999,0.150000000000001,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,66,1993,1.18,455.948474576271,350.98,766.33,434.013725490196,595.7825,1.01999999999999,0.160000000000006,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,67,1994,0.910000000000006,464.38021978022,342.25,648.49,427.520547945205,613.866666666667,0.729999999999999,0.180000000000002,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,68,1995,1.24,473.779435483871,347.3,690.91,433.336930693069,651.374782608696,1.01,0.229999999999999,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,69,1996,0,0,0,0,0,0,0,0,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,70,1997,1.46,531.076849315068,364.86,970.24,472.094444444444,902.666,1.26,0.200000000000012,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,71,1998,1.77000000000001,469.371186440678,337.03,841.15,440.403540372671,760.858125,1.61000000000001,0.160000000000006,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,72,1999,2.31,472.342424242424,312.27,865.56,438.573619047619,810.030476190476,2.09999999999999,0.210000000000003,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,73,2000,1.16000000000001,465.025689655172,353.1,725.29,455.344158415842,530.214666666667,1.01,0.150000000000001,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,74,2001,1.54,469.547012987013,354.3,728.19,440.343823529412,690.193333333333,1.35999999999999,0.180000000000002,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,75,2002,0,0,0,0,0,0,0,0,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,76,2003,1.17,495.890170940171,313.8,861.28,446.751188118812,806.08,1.01,0.159999999999991,80,1,1
"TW-11-185-45","TW",11,185,45,4.5,77,2004,1.06,460.064811320755,336.57,749.2,441.007113402062,665.464444444444,0.969999999999994,0.0899999999999983,80,1,1
